S.No,me,title,male,culture,dateOfBirth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
1309,Regerd Estren,Wyndhall,0,,,,,,House Estren,,1,0,1,1,1,,,,,0,1,,0,0,0,0.02006689,1
1310,Hyle Hunt,Ser,0,,,,,,House Hunt,,0,0,0,1,0,,,,,0,1,,0,0,0,0.10367893,1
1311,Emrick,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.043478261,1
1312,Ricasso,Sunspear,0,,,,,,House Martell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.070234114,1
1313,Eddison Tollett,,1,Valemen,,,,,House Tollett,,0,1,1,1,1,,,,,0,0,,0,0,0,0.100334448,1
1314,Lothor Brune,Ser,1,,,,,,House Brune of Brownhollow,,1,1,1,1,1,,,,,0,1,,0,0,0,0.137123746,1
1315,Andar Royce,Ser,1,Valemen,,,,,House Royce,,1,1,1,1,1,,,,,0,1,,0,0,0,0.040133779,1
1316,Rob,,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
1317,Alyn,,1,,,,,,House Stark,,1,1,1,0,1,,,,,0,0,,0,0,0,0.073578595,0
1318,Del,,0,Free Folk,283,,,,,,0,0,1,1,0,,,,,0,0,16,0,0,0,0.013377926,0
1319,Jonos Bracken,Stone Hedge,1,,,,,,House Bracken,,1,1,1,1,1,,,,,0,1,,0,0,0,0.190635452,1
1320,Waltyr Frey,,1,,289,,,,House Frey,,0,1,1,1,1,,,,,0,0,16,0,0,0,0.050167224,1
1321,Justin Massey,Ser,1,,,,,,House Massey,,0,0,0,1,1,,,,,0,1,,0,0,0,0.080267559,1
1322,Quentin Tyrell,Ser,0,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,1,,0,0,0,0.127090301,1
1323,Arson,,1,Free Folk,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0,1
1324,Lyonel Bentley,Ser,0,,,,,,Queensguard,,0,0,0,0,0,,,,,0,1,,0,0,0,0.013377926,0
1325,Jon Penny,,0,,,,,,House Penny,,0,0,0,1,0,,,,,0,0,,0,0,0,0.006688963,1
1326,Eustace Osgrey,Knight,1,,,,,,House Osgrey,Rohanne Webber,0,0,0,0,0,,,,0,1,1,,0,0,0,0.147157191,1
1327,Shortear,,0,westermen,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0,0,0.013377926,1
1328,Sylwa Paege,,0,,,,,,House Paege,Whalen Frey,0,1,1,1,0,,,,1,1,0,,0,0,0,0.080267559,1
1329,Grigg,,0,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.006688963,1
1330,Ryam Redwyne,Ser,1,,,,,,House Redwyne,,1,1,1,1,0,,,,,0,1,,0,0,1,0.364548495,0
1331,Janei Lannister,,0,,296,,,,House Lannister,,1,1,1,1,1,,,,,0,0,9,0,0,0,0.100334448,1
1332,Steffon Baratheon,Storm's End,1,,246,,,,House Baratheon,Cassa Estermont,0,1,1,0,1,,,,0,1,1,32,2,1,1,0.371237458,0
1333,Wate,,0,,,,,,House Targaryen,,0,0,0,0,0,,,,,0,0,,0,0,0,0,1
1334,Garth XII Gardener,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.013377926,1
1335,Lucimore Botley,,0,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.046822742,1
1336,Rolland Longthorpe,Longsister,0,,,,,,House Longthorpe,,0,0,0,1,1,,,,,0,1,,0,0,0,0.016722408,1
1337,Roone (maester),Maester,1,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.010033445,1
1338,Manfryd Yew,Ser,0,,,,,,House Yew,,0,0,0,1,1,,,,,0,1,,0,0,0,0.02006689,1
1339,Benfrey Frey,Ser,1,,271,,,,House Frey,Jyan Frey,0,1,1,1,1,,,,1,1,1,28,0,0,0,0.073578595,0
1340,Melesa Crakehall,,0,,,,,,House Crakehall,Lyonel Frey,0,1,1,1,0,,,,1,1,0,,0,0,0,0.050167224,1
1341,Masha Heddle,,0,,,,,,,,1,1,0,0,0,,,,,0,0,,0,0,0,0.040133779,0
1342,Sallei Paege,,0,,,,,,House Paege,Jammos Frey,0,1,1,1,0,,,,1,1,0,,0,0,0,0.080267559,1
1343,Ben Blackthumb,,1,,,,,,House Whent,,0,1,0,1,0,,,,,0,0,,0,0,0,0.026755853,1
1344,Theo Frey,Ser,1,,,,,,House Frey,,1,0,0,0,0,,,,,0,1,,0,0,0,0.013377926,1
1345,Griffin King,,1,First Men,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.02006689,1
1346,Philip Plumm,Lord,1,,,,,,House Plumm,,0,0,1,1,1,,,,,0,1,,0,0,0,0.030100334,1
1347,Grazdan mo Ullhor,Good Master,1,Astapori,,,,,Good Masters,,0,0,1,0,0,,,,,0,1,,0,0,0,0.030100334,0
1348,Tristifer IV Mudd,,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.053511706,0
1349,Bluetooth,,1,Ironborn,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,0,,0,0,0,0.013377926,1
1350,Barra,,1,,298,,,,House Baratheon,,1,1,0,0,1,,,,,0,0,1,1,1,0,0.107023411,0
1351,Will (squire),,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
1352,Cotter Pyke,Eastwatch-by-the-Sea,1,Ironborn,,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,,0,0,0,0.150501672,1
1353,Alyssa Arryn,,0,,,,,,House Arryn,,1,0,0,0,0,,,,,0,0,,0,0,0,0.006688963,1
1354,Brandon Stark (Burner),,1,Northmen,,,Brandon Stark,,,,1,1,0,0,0,,0,,,0,0,,0,0,0,0.033444816,1
1355,Gulian,Maester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.003344482,1
1356,Wilbert Osgrey,Ser,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,0,0,0.02006689,1
1357,Donella Hornwood,Hornwood,0,Northmen,249,,,,House Manderly,Halys Hornwood,0,1,0,0,1,,,,0,1,1,50,0,0,0,0.096989967,0
1358,Mallor,,0,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.006688963,1
1359,Dyah,,0,Free Folk,,,,,,Craster,0,0,1,1,0,,,,0,1,0,,0,0,0,0.016722408,1
1360,Tya Lannister,,1,,,,,,House Baratheon,Gowen Baratheon,1,0,0,0,0,,,,1,1,0,,0,0,0,0.016722408,1
1361,Orwyle,Grand Maester,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.254180602,1
1362,Osmund Frey,,0,,297,,,,House Frey,,0,1,1,1,0,,,,,0,0,8,0,0,0,0.050167224,1
1363,Aggo,,0,Dothraki,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,,0,0,0,0.133779264,1
1364,Hareth (Mole's Town),,1,,,,,,Night's Watch,,0,0,0,0,0,,,,,0,0,,0,0,0,0.050167224,1
1365,Craghas Drahar,,1,Myrish,,,,,Kingdom of the Three Daughters,,0,0,0,0,0,,,,,0,0,,0,0,0,0.016722408,0
1366,Corlys Velaryon,Lord of the Tides,1,Valyrian,53,,,,House Velaryon,Rhaenys Targaryen,0,0,0,0,0,,,,0,1,1,79,0,0,1,0.525083612,0
1367,Monterys Velaryon,Lord of the Tides,1,,293,,,,House Velaryon,,0,0,1,1,0,,,,,0,1,12,0,0,0,0.02006689,1
1368,Myrcella Baratheon,Princess,0,,290,,,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,1,15,5,1,1,0.56187291,1
1369,Kraznys mo kloz,,1,Astapor,,,,,Good Masters,,0,0,1,0,1,,,,,0,0,,0,0,0,0.076923077,0
1370,Robin Flint,Lord of Flint's Finger,0,,,,,,House Flint of Widow's Watch,,1,1,1,1,0,,,,,0,1,,0,0,0,0.050167224,0
1371,Umfred,,0,,,,,,House Baelish,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
1372,Steffon Frey,,0,,263,,,,House Frey,,0,1,1,1,0,,,,,0,0,42,0,0,0,0.100334448,1
1373,Garse Flowers,,1,,,,,,House Tyrell,,1,1,1,1,1,,,,,0,0,,0,0,0,0.130434783,1
1374,Gerold Dayne,Ser,1,Dorne,270,,,,House Dayne of High Hermitage,,0,0,0,1,1,,,,,0,1,35,0,0,0,0.107023411,1
1375,Hendry Bracken,,0,,,,,,House Bracken,,0,1,0,0,0,,,,,0,0,,0,0,0,0.040133779,0
1376,Mariya Darry,,0,,,,,,House Darry,Merrett Frey,0,1,1,1,0,,,,0,1,0,,0,0,0,0.190635452,1
1377,Triston Farwynd,Sealskin Point,0,Ironborn,,,,,House Farwynd,,0,0,0,1,1,,,,,0,1,,0,0,0,0.013377926,1
1378,Sigfry Stonetree,,1,Ironborn,,,,,House Stonetree,,0,0,0,1,0,,,,,0,0,,0,0,0,0.003344482,1
1379,Cosgrove,Steward,0,,,,,,House Butterwell,,0,0,0,0,0,,,,,0,1,,0,0,0,0,1
1380,Elae Targaryen,Princess,0,Valyrian,150,,,,House Targaryen,Ossifer Plumm,0,0,0,0,0,,,,0,1,1,70,7,1,0,0.137123746,0
1381,Tygett Lannister,Ser,1,,250,,,,House Lannister,Darlessa Marbrand,1,1,1,1,1,,,,1,1,1,55,0,0,0,0.110367893,1
1382,Mallor (Knight),Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0,1
1383,Ulf the White,Ser,1,,,,,,Blacks,,0,0,0,0,0,,,,,0,1,,0,0,0,0.060200669,0
1384,Jon Redfort,Ser,0,Valemen,,,,,House Redfort,,0,0,0,1,1,,,,,0,1,,0,0,0,0.023411371,1
1385,Damon Dance-for-Me,,1,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.033444816,1
1386,Melly,,0,,,,,,Brotherhood Without Banners,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
1387,Leyton Hightower,Hightower,1,,,,,,House Hightower,Rhea Florent,1,1,1,1,1,,,,1,1,1,,0,0,0,0.150501672,1
1388,Jorah Mormont,Ser,1,Northmen,254,,,,House Mormont,Glover,1,1,1,1,1,,,,1,1,1,51,1,1,1,0.722408027,1
1389,Lewys the Fishwife,,0,,,,,,House Baratheon of Dragonstone,,0,0,0,0,0,,,,,0,0,,0,0,0,0,1
1390,Quellon Greyjoy,Lord of the Iron Islands,1,Ironborn,,,,,House Greyjoy,Stonetree,0,0,0,1,0,,,,1,1,1,,0,0,0,0.090301003,0
1391,Cregan Stark,Winterfell,1,Northmen,,,,,House Stark,Arra Norrey,1,1,0,0,0,,,,1,1,1,,0,0,1,0.484949833,0
1392,Jon Bettley,Ser,0,,,,,,House Bettley,,0,0,0,1,1,,,,,0,1,,0,0,0,0.016722408,1
1393,Fogo,Khalakka,1,Dothraki,,,,,,,1,0,0,0,0,,,,,0,1,,0,0,0,0.02006689,0
1394,Waldon Wynch,Lord of Iron Holt,1,Ironborn,,,,,House Wynch,,0,1,1,1,1,,,,,0,1,,0,0,0,0.023411371,1
1395,Three Toes,,1,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.013377926,1
1396,Clement,Brother,1,,251,,,,,,0,0,0,1,0,,,,,0,1,54,0,0,0,0.013377926,1
1397,Butterbumps,,1,,,,,,House Tyrell,,0,1,1,1,1,,,,,0,0,,0,0,0,0.036789298,1
1398,Torwynd,,1,Free Folk,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.026755853,0
1399,Portifer Woodwright,Ser,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.010033445,1
1400,Harodon,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
1401,Sefton Staunton,Septon,1,,,,,,House Staunton,,0,0,0,0,0,,,,,0,0,,0,0,0,0.030100334,1
1402,Marianne Vance,,0,,262,,,,House Vance,,0,1,1,1,0,,,,,0,0,43,0,0,0,0.10367893,1
1403,Gwayne Hightower,Ser,1,,88,,,,House Hightower,,0,0,0,0,0,,,,,0,1,42,0,0,0,0.050167224,0
1404,Caleotte,Maester,1,,,,,,House Martell,,1,1,1,1,1,,,,,0,1,,0,0,0,0.040133779,1
1405,Raymund Frey,Ser,1,,264,,,,House Frey,Beony Beesbury,0,1,1,1,1,,,,1,1,1,41,0,0,0,0.177257525,1
1406,Falyse Stokeworth,,0,,265,,,,House Stokeworth,Balman Byrch,0,1,1,1,1,,,,0,1,0,35,1,1,0,0.100334448,0
1407,Lymond Vikary,Ser,1,,,,,,House Vikary,,0,1,1,1,1,,,,,0,1,,0,0,0,0.026755853,1
1408,Munda,,1,Free Folk,,,,,,Longspear Ryk,0,0,1,1,1,,,,1,1,0,,0,0,0,0.026755853,1
1409,Jhaqo,KhalKo (formerly),0,Dothraki,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,0,0.066889632,1
1410,Balon Botley,,1,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.050167224,1
1411,Boros Blount,Ser,1,,,,,,House Blount,,1,1,1,1,1,,,,,0,1,,0,0,0,0.217391304,1
1412,Theon Greyjoy,green lands,1,Ironmen,278,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,27,4,1,1,1,1
1413,Lyonel (knight),Ser,1,,,,,,House Lannister,,0,1,0,0,0,,,,,0,1,,0,0,0,0.013377926,1
1414,Barba Bracken,,0,,155,,,,House Bracken,,0,0,0,0,1,,,,,0,0,100,0,0,0,0.050167224,0
1415,Squint,,0,,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,0
1416,Reek,,1,,,,,,House Bolton,,0,1,0,1,1,,,,,0,0,,0,0,0,0.096989967,0
1417,Walder Frey (son of Emmon),,0,,285,,,,House Frey of Riverrun,,0,0,0,0,0,,,,,0,0,20,0,0,0,0,1
1418,Craster,,1,Free Folk,,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.170568562,0
1419,Eldon Estermont,Ser,1,Stormlands,228,,,,House Estermont,Sylva Santagar,0,1,1,1,1,,,,1,1,1,77,0,0,0,0.060200669,1
1420,Azzak,Cupbearer,0,Ghiscari,,,,,House of Ghazeen,,0,0,0,0,1,,,,,0,1,,0,0,0,0.016722408,1
1421,Tybero Istarion,,1,,,,,,Second Sons,,0,0,0,0,1,,,,,0,0,,0,0,0,0.013377926,1
1422,Creighton Longbough,Ser,1,,240,,,,,,0,0,0,1,0,,,,,0,1,65,0,0,0,0.046822742,1
1423,Walgrave,Archmaester,1,,,,,,Maesters,,0,0,0,1,0,,,,,0,1,,0,0,0,0.043478261,1
1424,Osbert Serry,Lord of Southshield,0,,,,,,House Serry,,0,0,0,1,1,,,,,0,1,,0,0,0,0.026755853,1
1425,Wyl (guard),,0,Northmen,,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0,0,0.026755853,0
1426,Dagmer,Foamdrinker,1,Ironborn,,,,,House Greyjoy,,0,1,0,1,1,,,,,0,1,,0,0,0,0.120401338,1
1427,Rodrik Ryswell,Rills,1,Northmen,,,,,House Ryswell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.040133779,1
1428,Robert Brax,Ser,0,,,,,,House Brax,,0,1,1,0,0,,,,,0,1,,0,0,0,0.046822742,0
1429,Ere Glover,,0,Northmen,297,,,,House Glover,,0,1,1,1,0,,,,,0,0,8,0,0,0,0.053511706,1
1430,Leo Tyrell,,0,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0,0,0.123745819,1
1431,Alys Arryn,,0,,,,,,House Arryn,Elys Waynwood,0,0,0,1,0,,,,1,1,0,,1,1,0,0.080267559,1
1432,Stafford Lannister,Ser,1,Westerman,246,,,,House Lannister,Myranda Lefford,1,1,1,1,1,,,,1,1,1,53,1,1,0,0.170568562,0
1433,Bael the Bard,King-Beyond-the-Wall,1,Free folk,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0,1
1434,Jeffory Mallister,,1,,,,,,House Mallister,,0,1,0,0,0,,,,,0,0,,0,0,0,0.02006689,1
1435,Whalen Frey,Ser,1,,267,,,,House Frey,Sylwa Paege,1,1,1,1,1,,,,1,1,1,38,0,0,0,0.100334448,1
1436,Bass,,0,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0,1
1437,Norne Goodbrother,Shatterstone,0,Ironborn,,,,,House Goodbrother of Shatterstone,,0,1,1,1,1,,,,,0,1,,0,0,0,0.02006689,1
1438,Willam,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.013377926,1
1439,Branston Cuy,Lord of Sunflower Hall,0,,,,,,House Cuy,,0,0,0,1,0,,,,,0,1,,0,0,0,0.006688963,1
1440,Great Walrus,,1,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.013377926,1
1441,Meera Reed,,0,Crannogmen,283,,,,House Reed,,0,1,1,1,1,,,,,0,0,22,0,0,0,0.27090301,1
1442,Shierle Swyft,,0,,,,,,House Swyft,Melwyn Sarsfield,0,0,1,1,0,,,,1,1,0,,0,0,0,0.026755853,1
1443,Wylla Manderly,,0,,284,,,,House Manderly,,0,0,0,1,1,,,,,0,0,21,0,0,0,0.070234114,1
1444,Joss Stilwood,,1,,,,,,House Clegane,,1,1,0,1,0,,,,,0,0,,0,0,0,0.016722408,1
1445,Dale Drumm,,0,,,,,,House Drumm,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
1446,Qarro Volentin,First Sword of Braavos,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.013377926,1
1447,Symon Santagar,Ser,1,,,,,,House Santagar,,0,0,0,1,1,,,,,0,1,,0,0,0,0.016722408,1
1448,Raymun Darry,Darry,1,,,,,,House Darry,,1,0,1,1,0,,,,,0,1,,0,0,0,0.076923077,0
1449,Selyse Florent,LadyQueen,0,,,,,,House Florent,Stannis Baratheon,1,1,1,1,1,,,,1,1,1,,0,0,1,0.397993311,1
1450,Jon Snow,Lord Commander of the Night's Watch,1,Northmen,283,,,,House Stark,,1,1,1,1,1,,,,,0,1,22,5,1,1,1,1
1451,Maelor Targaryen,Prince,1,,127,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,3,0,0,0,0.180602007,0
1452,Rickard Karstark,Karhold,1,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,1,,1,1,0,0.230769231,0
1453,Brandon Stark (the daughterless),Winterfell,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,0,0,0.033444816,1
1454,Rold Connington,Knight of Griffin's Roost,1,,,,,,House Connington,,0,0,0,0,1,,,,,0,1,,0,0,0,0.033444816,1
1455,Joseran,Maester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.003344482,1
1456,Harle the Huntsman,,1,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.016722408,1
1457,Myles Manwoody,Ser,1,,,,,,House Manwoody,,0,0,1,1,0,,,,,0,1,,0,0,0,0.026755853,1
1458,Khrazz,,1,Ghiscari,277,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,23,0,0,0,0.076923077,0
1459,Rodrik Stark (son of Beron),,1,Northmen,,,,,House Stark,Arya Flint,0,0,0,0,1,,,,1,1,0,,0,0,0,0.100334448,1
